author,rating,sentiment_label,date,comment
Alizée Curtet,4,positif,il y a 2 ans,"Une école qui propose un large choix de filières, ce qui nous permet de cotoyer des personnes venant de pleins de domaines différents et c'est très intéressant. L'administration et nos mentors sont très à l'écoute et essayent toujours de trouver une solution à notre problème, nous sommes vraiment accompagnés. Je ne regrette pas d'avoir choisi Ynov !"
LETY Ludmilla,5,positif,il y a un an,"Aujourd'hui présentation des Ymmersions des différentes filières.
Rentrée intensive tout en combinant les journées farfelues à thème, après 3 semaines de formation je suis surprise du travail que peuvent déjà fournir les étudiants.
Félicitations aux mentors et à l'equipe."
Ydalict,5,positif,il y a 2 ans,"Bonne école, tant sur le côté étude que sur l'aspect péri scolaire. L'écoute des élèves n'était pas la meilleure lors de mes 2 premières années mais l'évolution de l'école est très bonne. Bonne écoute, bonne ambiance, bons débouchés, bons contacts. Je recommande"
brice maronnier,1,negatif,il y a 3 ans,"Formation extrêmement chère et de mauvaise qualité de l'aveu même de mes apprentis.

Pour couronner le tout, les promesses ne sont également pas tenu côté entreprise et des factures qui doivent être offertes la veille, vous sont quand même facturée le lendemain.

Plus jamais Ynov, je favorisé dorénavant de vrais centre de formation respectueux des entreprises et des étudiants."
Alexy Daubresse,5,positif,il y a 2 ans,"En tant qu'étudiant en première année d'informatique à Bordeaux  Ynov Campus, je souhaite vous présenter les raisons pour lesquelles je recommande cette école. Tout d'abord, Ynov nous permet de mettre en pratique nos connaissances grâce à des projets concrets et des TP variés et intéressants. Les cours sont également diversifiés, couvrant tous les domaines de l'informatique, et sont enseignés dans une ambiance agréable et bienveillante, tant entre les élèves qu'avec l'administration pédagogique.

De plus, les cours sont régulièrement mis à jour et améliorés chaque année pour nous permettre d'être le plus performant possible dans le milieu professionnel. En somme, je recommande vivement Ynov Bordeaux Campus pour la qualité de son enseignement et son environnement propice à l'apprentissage."
Léo Michaux-Lourenço,5,positif,il y a un an,deux ans que je suis étudiant en audiovisuel au sein du campus de Bordeaux . Je suis très satisfait par ma formation. Projet et cours intéressant. Beaucoup de pratique durant l'année. Je conseille vivement.
Elia Cuville,4,positif,il y a 2 ans,"Je suis étudiante en première année de marketing communication.

YNOV propose une formation complète, avec des intervenants professionnels intéressants qui proposent des cours de qualité.
Les projets de groupe sont un moyen d’apprendre très pertinent et super agréable. Cela nous permet d’apprendre à travailler en groupe tôt dans notre cursus mais aussi de nous préparer à la vie professionnelle.
De plus, nous possédons des mentors qui nous accompagnent tout au long de nos années à YNOV, ces derniers sont d’un soutiens très important. Étant donne qu’ils sont eux même étudiants ils nous comprennent et nous aident au quotidien.
Je conseil"
Sonia Larrieu,1,negatif,il y a un an,"A fuir  absolument  !!!
Bien se renseigner avant une éventuelle inscription. On laisse croire à nos enfants qu ils ont un mois pour se décider hors je constate qu une moitié d année reste facturée. Honteux quand on sait que ma fille n à été présente seulement 12 jours au sein de cette école !! Ça fait cher la journée !!!
De plus je signale que nous sommes allés à la journée porte ouverte ou nous n avons pas croisé un seul responsable de cette école,  très décevant 😤"
Youcef Saouli,5,positif,il y a 3 ans,"J'y ai fait mon Bachelor 3 et mon Master en Marketing et Communication, voici ce que je peux vous dire sur l'école :

C'est une excellente école !
Les intervenants y sont de la plus grande qualité, très pédagogue et très à l'écoute.
Le fonctionnement des cours en mode projet permet de mieux comprendre les différentes matières et de mieux les assimiler.
Les référents de filière sont toujours là pour nous en cas de problème ou question et nous guident du mieux qu'ils le peuvent.
Également une école qui vise à être transversal grâce aux Ydays.

Je recommande fortement cette école pour toutes celles et ceux qui souhaitent en apprendre plus sur le monde du digital et ses différents secteurs."
Loïc Bouchet,5,positif,il y a 2 ans,"Je suis à Ynov depuis ma première année, je suis maintenant en Mastère 2 Marketing & Communication, cela fait 5 ans que je vis dans ce campus.

En terme de pédagogie, la plupart des intervenants sont vraiment excellents et professionnels !
Je fonctionne en mode projet depuis 5 jours et cela m'a permit d'être prêt pour le monde de l'entreprise et m'a permit d'avoir une alternance superbe pour mes 2 ans de mastère.

Au niveau de la vie sur le campus, il y a énormément d’évènements sportifs, digitaux ou des soirées (malgré les deux années de COVID qui sont passées par là). Les évènements et soirées ont pu être relancés et cela se ressent.

Je recommande cette école pour l'accompagnement proposé par l'ensemble des équipes et des intervenants."
Emma Priso,4,positif,il y a 2 ans,"Je suis en première année de marketing & communication digitale Ynov Campus est une superbe école la pédagogie nous accompagne tout au long de nos études.

On est aussi accompagné de mentors qui nous épaulent pour mieux comprendre nos cours communiquées avec nos intervenants. Cette année, c'était une chance de les avoir pour se sentir à l'aise dans l'école. 🫶🏽"
Maze Queen,5,positif,il y a 3 ans,"Je suis actuellement en Mastère 1 Illustration et Dessin numérique, et jusqu'à présent, en 4 ans, voici ce que je peux vous dire :

Les intervenants sont excellents! Très pédagogue, à l'écoute et on une vrai expérience du métier. Ils prennent vraiment le temps de s'occuper de nous et nous montrer tout l’étendu de leurs talents.

Le système des Ydays permet de travailler sur un projet commun avec d'autres cursus, ce qui élargit notre esprit d'équipe et nous apprends de nouvelles choses sur d'autres disciples.

Également, le campus dispose d'un site ""Event"" qui propose de nombreux évènements tout au long de l'année.(Sportif, festif, cinéma, etc...)"
Victoria Commusset,5,positif,il y a 9 mois,"Notre campus est constitué de personnes qui veulent qu’on réussisse et font tout leur possible pour qu’on arrive à aller jusqu’à la fin de projet dans les meilleurs dispositions possibles. Un grand merci, à eux."
Myriam Nasser,5,positif,il y a 2 ans,"Je suis actuellement en Bachelor 3 en architecture d'intérieur à Ynov Campus. Je suis satisfaite des compétences que je développe depuis 3 ans, l'école fait attention à nos avis pour faire évoluer la formation. Les intervenants sont compétents et super."
Stipho -san,1,negatif,il y a un an,"Création et Design

Fraude totale, j'ai perdu trois années de ma vie et 21 000€ pour juste regarder des tutoriels youtube en boucle dans une garderie.

Organisation des cours : catastrophique
Gestion des alternances : catastrophique
Evènements de l'école : Dénués de sens
Gestion administrative : catastrophique

Vous prenez pas la tête à aller dans cette école si vous voulez créer, à la limite, suivez les tutoriels YT et postulez en 3ème année directement, ca vous fera gagner du temps et de l'argent.

Les seuls souvenirs que j'en récupère sont une psyché détruite, un désir de créer supprimé, un fardeau sur mon compte bancaire et un désir de mettre fin à mes jours."
Holy Bachelor,5,positif,il y a 5 ans,"Administration impliquée et réactive, on a été vraiment bien accompagnés pendant la pandémie avec tous les cours en ligne. En informatique et en 3D en tout cas c'est une bonne expérience pour nous. Venez vous faire votre idée en parlant à des vrais étudiants qui assistent aux cours."
Arthur Abadie,4,positif,il y a 2 ans,J'ai put tester un premier cursus en informatique très complet et même avec une envie de changement j'ai été accompagné correctement par la pédagogie et les mentors pour être dans la nouvelle filière tech & business qui correspond beaucoup plus a mes attentes. Le suivi de l'école est très bon je recommande
Mickael Brunet,5,positif,il y a 2 ans,"Je suis en mastère 1 développement web à Ynov Bordeaux et voici mon ressenti (en toute honnêteté). Je suis inscrit dans l'école depuis la B3. Les cours sont formés de telle sorte que tout le monde avance et monte en compétence. Les intervenants sont des professionnels en activité de qualité, en tout cas pour le développement. Il y a un investissement personnel à donner mais dans ce domaine c'est une qualité indispensable. Les plateforme tels que Ymatch qui permettent de trouver une alternance fonctionnent, j'ai réussi à décrocher plusieurs entretiens avec des entreprises. Pour finir des journées permettant de découvrir d'autres filières  (Ydays) et échanger avec d'autres élèves est un grand plus et permettent de se façonner son projet professionnel. La formation que allez choisir sera un pilier pour votre avenir. Le mieux est de vous faire votre propre avis en nous contactant (école, élèves) ou en venant visiter l'école."
Nicolas,1,negatif,Modifié il y a 7 ans,"Vous arrivez à une journée porte ouverte ou à un rendez vous avec une des deux charmantes dames qui sont là pour ça.
Tout le monde vous fait les yeux doux, peu importe votre passé vous êtes le bienvenu à Ynov.
Tout semble parfait jusqu'à ce que les cours commencent.

Votre emploi du temps semble avoir été fait en jouant à plouf plouf. Rien n'est cohérent.
Les 3/4 des intervenants ne sont pas compétants ou alors sont habitués à passer plus de temps au café à discuter entre eux qu'à donner de vrais cours structurés.

Plus le temps passe et moins les deux charmantes dames vous accompagnent lorsque vous avez une question, jusqu'à ne même plus vous dire bonjour.
Le directeur ? Les seuls fois où vous le verrez seront pour parler d'argent.

Les soit disant contacts qu'a l'école, vous n'en verrez pas la couleur. Ils sont quasi inexistants. Si vous discutez avec les grands groupes, ils vous diront que l'école ne les intéresse pas, le rythme d'alternance est le pire que vous pourrez trouver.

Si vous souhaitez apprendre, cette école n'est pas faite pour vous. Ils font payer des sommes astronomiques pour un suivi inexistant et des cours où vous passerez votre temps à vous ennuyer. Et bien-sur ils vous promettent que ce que vous payez ne sera pas entièrement à votre charge puisque vous trouverez rapidement un patron...

Le point positif et c'est bien le seul est le cadre de l'école qui est très beau mais bon, c'est une maigre consolation.

Passez votre chemin. Vous trouverez bien mieux ailleurs.

Parole d'ancien élève."
